idvessel,GID,VSL,IMO_No,VOY,Corrected_Date,REPORT_DATE_TIME,REPORT_DATE_TIME_Offset,Report_Type,Status,LAT,LONG_,LATITUDE,LONGITUDE,M_E_FOC,CARGO_TOTAL,Has_Cargo,TOTAL_STEAMING_TIME,M_E_Fuel_Only_Steaming_Time,MILES_BY_GPS,OIL_CYL,SOW,SOG,RPM,SLIP,WIND_DIRECTION,WIND_SPEED,DRAFT_AFT,DRAFT_FWD,DISPLACEMENT,COURSE_AT_SEA,WAVE_HEIGHT,SEA_DIRECTION,CARGO_TOTAL_TEU,AMBIENT_TEMP,SW_TEMP,MILES_BY_SPEED_LOG,ETA_PORT_CODE,ETA_DATE_TIME,ETA_DATE_TIME_Offset,ETA_PORT,TIME_CHANGE,TIME_SEA,TEMP_MIN,TEMP_MAX,REQUESTED_SPEED,REM_DIST_TO_PILOT,REM_TIME_TO_PILOT,TOTAL_UNPLND_STPGE_TECH,TOTAL_UNPLND_STPGE_OPE_WX,REEFERS_POSITIVE_PLUGGED,REEFERS_NEGATIVE_PLUGGED,ME_TOTAL_REVS_COUNTER,PORT_CODE,PORT,AUX_BLOWERS_ON,HOLD_VENTILATION_ON,SINCE_DATE_TIME,SINCE_DATE_TIME_Offset,TIME_HRS_ANCHOR,TIME_HRS_DRIFT,REASON,TYPE_OF_DELAY,ETB_DATE_TIME,ETB_DATE_TIME_Offset,PILOT_DATE_TIME,PILOT_DATE_TIME_Offset,TIME_MANOEUVRING,TUG_ARR,TUG_SHIFT,ETD_DATE_TIME,ETD_DATE_TIME_Offset,SHIFT_BERTH_HOURS,CARGO_LOAD,CARGO_DISCH,TEU_FULL,TEU_EMPTY,BILGE_REMOVED,GARBAGE_REMOVED,GARBAGE_REMVL_REQSTD,GARBAGE_REMVL_CMPLSRY,FW_SUPPLY,CY_CREW_SIGNED_ON,CY_CREW_SIGNED_OFF,CY_DOCTORS_VISIT,CY_MAIL_RECEIVED_Ref_NO,CY_LUB_OIL_SAMPLE_LANDED,CY_CHECKD_FOR_STOWAWAYS,CY_STOWAWAYS_ON_BOARD,CY_DEP_GM_Mtr,CY_REQUISITIONS_RECEIVED,DISTANCE_TO_NEXT_PILOT,TUG_SAILING_TRANSIT,STEAMING_TIME_M_E_Rsdl_VLS,STEAMING_TIME_M_E_Rsdl_HS,STEAMING_TIME_M_E_Rsdl_ULS,STEAMING_TIME_M_E_Dstlt_VLS,STEAMING_TIME_M_E_Dstlt_ULS,STEAMING_TIME_M_E_Tnktnr_Dstlt_VLS,STEAMING_TIME_M_E_HS,STEAMING_TIME_M_E_LS,STEAMING_TIME_M_E_MDO,STEAMING_TIME_M_E_MGO,STEAMING_TIME_M_E_MGO_LS,STEAMING_TIME_AUX_1,STEAMING_TIME_AUX_2,STEAMING_TIME_AUX_3,STEAMING_TIME_AUX_4,STEAMING_TIME_AUX_5,STEAMING_TIME_SH_GEN,STEAMING_TIME_TG,POWER_kW,STEAMING_LOAD_KW_AUX_1,STEAMING_LOAD_KW_AUX_2,STEAMING_LOAD_KW_AUX_3,STEAMING_LOAD_KW_AUX_4,STEAMING_LOAD_KW_AUX_5,STEAMING_LOAD_KW_SH_GEN,STEAMING_LOAD_KW_TG,FUEL_M_E_Rsdl_VLS,FUEL_M_E_Rsdl_HS,FUEL_M_E_Rsdl_ULS,FUEL_M_E_Dstlt_VLS,FUEL_M_E_Dstlt_ULS,FUEL_M_E_Tnktnr_Dstlt_VLS,FUEL_M_E_HS,FUEL_M_E_LS,FUEL_M_E_MDO,FUEL_M_E_MGO,FUEL_M_E_MGO_LS,FUEL_Aux_Rsdl_VLS,FUEL_Aux_Rsdl_HS,FUEL_Aux_Rsdl_ULS,FUEL_Aux_Dstlt_VLS,FUEL_Aux_Dstlt_ULS,FUEL_Aux_Tnktnr_Dstlt_VLS,FUEL_AUX_HS,FUEL_AUX_LS,FUEL_AUX_MDO,FUEL_AUX_MGO,FUEL_AUX_MGO_LS,FUEL_Boiler_Rsdl_VLS,FUEL_Boiler_Rsdl_HS,FUEL_Boiler_Rsdl_ULS,FUEL_Boiler_Dstlt_VLS,FUEL_Boiler_Dstlt_ULS,FUEL_Boiler_Tnktnr_Dstlt_VLS,FUEL_BOILER_HS,FUEL_BOILER_LS,FUEL_BOILER_MDO,FUEL_BOILER_MGO,FUEL_BOILER_MGO_LS,DECK_LAST_CHANGE_USER,ENGINE_LAST_CHANGE_USER,DECK_PART_IS_COMPLETE,ENGINE_PART_IS_COMPLETE,SCAVENGE_PRESSURE,SECA_ENTRY_TIME,SECA_ENTRY_LAT,SECA_ENTRY_LONG,SECA_EXIT_TIME,SECA_EXIT_LAT,SECA_EXIT_LONG,ROB_FRESH_WATER,MANVRNG_MILES_BY_GPS,MANVRNG_MILES_BY_SPEED_LOG,TANKTAINER_TRANSFD_QUANTITY,PILOT_TAKEN,DATE_TIME_START_TRANSIT,DATE_TIME_START_TRANSIT_Offset,DATE_TIME_END_TRANSIT,DATE_TIME_END_TRANSIT_Offset,BALLAST,TANKTAINER_NUMBER,STEAMING_KWHR_TOTAL,CY_OTHERS,ROB_FO_SLUDGE,ROB_LO_SLUDGE,ROB_BILGE,SLUDGE_REMOVED_FO,SLUDGE_REMOVED_LO,SEA_STATE,CY_LUB_ADDED_TO_SYSTEM_MECC,CY_LUB_ADDED_TO_SYSTEM_AECC,CY_LUB_ADDED_TO_THRUSTERS,CY_ME_LO_PURIFIER_IN_USE,CY_BALLAST,CY_BENDING_MOMENT,CY_SHEARING_FORCE,CY_TORTION_MOMENT,CY_SUPDT_AUDITOR_SIGNED_ON,CY_SUPDT_AUDITOR_SIGNED_OFF,CY_CASH_RECEIVED,CY_LUB_OIL_RECEIVED_MECYL,CY_LUB_OIL_RECEIVED_MECC,CY_LUB_OIL_RECEIVED_AECC,CY_M_E_UNDER_PISTON_TEMP,CY_MAIL_RECEIVED,WIND_DIRECTION_PORT_STBD,SEA_DIRECTION_PORT_STBD,TIME_PILOT_ONBOARD,GRADES_ROB,SO2_CO2_RATIO,Bunker_Order,Remarks,Fuel_Type,Carbon_Factor,Sulphur_Content_PC,Quantity,Port_Delivery,Product_Quality,Tanktainer_Number_1,Supplier,Delivery,Vol_Lt,Den,Vis,ROB_Dstlt_ULS,ROB_Dstlt_VLS,ROB_Rsdl_MDO,ROB_Tnktnr_Dstlt_VLS,ROB_Rsdl_VLS,ROB_Rsdl_HS,ROB_Rsdl_ULS,ROB_Fuel_HSFO,ROB_Fuel_LSFO,ROB_Fuel_MDO,ROB_Fuel_MGO,ROB_Fuel_MGO_LS,ROB_Fuel_Tanktainer_MGO,ECA_MILES,ECA_TIME,EGCS_DRY_WASTE_REMOVED,EGCS_RUNNING_TIME,EGCS_WET_SLURRY_REMOVED,EGCS_OPEN_LOOP_RUNNING_TIME,EGCS_CLOSED_LOOP_RUNNING_TIME,Voyage_Order,Voyage_Code,ECA,EU,Sea_Time,ETA_Country_Code,Port_Country_Code,check_ETA_code,check_Port_code,Status_TEMP_EU,FUEL_HS,FUEL_LS,FUEL_MDO,FUEL_MGO,FUEL_MGO_LS,Cargo_Transport_Work,TEU_Transport_Work,EEOI_Voyage_no,CARGO_TOTAL_Old,DRAFT,FO_per_24Hrs,SFOC,CY_OIL_gm_hr,SCOC,Voyage_Name,TOTAL_FO,TOTAL_CO2,EEOI,voyCondition,samedate,timesincelastreport,BDN,Wind_direction_360,True_wind_speed,True_wind_dir,ref_power,ref_fuel,fuel_loss,Relative_wind_speed,Relative_wind_direction,CAA,RW,Corrected_Power,draft_pow,draft_sp_pow,fo_nor,fo_model,sfoc_model,sfoc_deviation,ref_power_corrected,ref_FO_corrected,Propulsive_eff,speed_performance,Ref_speed,P_I,MEcon,AEcon,BLcon,Tcon,HS,LS,MDO,MGO,MGOLS,TCO2,AETsteaming,AEPOWER,TRIM,DISTANCECOVERED,updated_date,hyd_slip_sog,hyd_slip_stw,FUEL_Rsdl_HS,FUEL_Rsdl_VLS,FUEL_Rsdl_ULS,FUEL_Dstlt_VLS,FUEL_Dstlt_ULS,FUEL_Tnktnr_Dstlt_VLS,Rsdl_HS,Rsdl_VLS,Rsdl_ULS,Dstlt_VLS,Dstlt_ULS,Tnktnr_Dstlt_VLS
WVEY,facae3ca-433c-4af7-88bd-e98cd002251b,WEC VAN EYCK,9365984,EI146R,24/11/2021 00:00,24/11/2021 02:12,UTC +01:00,SAIL,IN PORT,4326N,00307W,43.43333333,-3.116666667,0,6410.9,TRUE,14.2,0,0,0,0,0,0,0,0,0,7.24,6.78,13306,0,0,0,624,13,14,NA,NLMOE,44526.27083,UTC +01:00,MOERDIJK,NA,14.2,348,364,13.5,NA,NA,0,0,1,0,0,ESBIO,BILBAO,FALSE,FALSE,,,NA,NA,CONGESTION,NA,44523.27083,UTC +01:00,NA,NA,NA,NA,0,44524.08333,UTC +01:00,NA,6410.9,3655.9,467,157,0,NA,FALSE,FALSE,0,0,0,No,0,0,Yes,0,0.92,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.2,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0.87,0,0,0,0,0.4,0,0,0,0,0,0.4,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,109,0,NA,0,FALSE,NA,NA,NA,NA,1772,0,2820,NA,NA,NA,0.2,NA,NA,0,0,0,0,1,NA,65,57,23,0,0,0,0,0,0,NA,FALSE,NA,NA,NA,NA,0,,,,,,,,,,,,,,,70.96,0,0,0,302.86,0,0,0,302.86,0,0,70.96,0,NA,NA,0,0,0,0,0,235,ESBIO-NLMOE,N,Y,0,NL,ES,NULL,NULL,0,0,0,0,0,1.27,0,0,234,0,7.01,0,0,0,0,0,1.27,4.07162,0,Laden,0,NULL,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.4,1.27,0,0,0,0,1.27,4.07,14.2,200,0.46,0,23/03/2022 20:43,NULL,NULL,0,0,0,0,1.27,0,0,0,0,0,1.27,0
WVEY,7f220e22-18dc-4854-87c0-a062c4f14bdd,WEC VAN EYCK,9365984,EI146R,24/11/2021 00:00,24/11/2021 03:24,UTC +01:00,COSP,DRIFTING,4324N,00306W,43.4,-3.1,0.45,6410.9,TRUE,1.2,1.2,4.6,0,0,0,0,0,10,15,7.24,6.78,13306,338,1.27,10,624,12,14,NA,NLMOE,44526.27083,UTC +01:00,MOERDIJK,NA,1.2,348,364,15.5,NA,NA,0,0,1,0,36000,ESBIO,BILBAO,FALSE,FALSE,,,NA,NA,CONGESTION,NA,44523.27083,UTC +01:00,NA,NA,1.2,NA,NA,44524.08333,UTC +01:00,NA,NA,NA,467,157,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773.4,0,1.2,0,0,0,0,0,0,1.2,0,0,0,1.2,0,0,0,0,0,0,4300,200,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0.074,0,0,0,0,0,0.074,0,0,0,0,0,0,0,0,0,0,0,NA,NA,TRUE,TRUE,0,NA,NA,NA,NA,NA,NA,109,4.6,4.6,NA,TRUE,NA,NA,NA,NA,1772,0,240,NA,NA,NA,0.2,NA,NA,4,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,S,S,0.36,NA,0,,,,,,,,,,,,,,,70.89,0,0,0,302.41,0,0,0,302.41,0,0,70.89,0,NA,NA,NA,0,NA,0,0,235,ESBIO-NLMOE,N,Y,1.2,NL,ES,NULL,NULL,0,0,0.45,0,0,0.074,29490.1,2870.4,235,0,7.01,9,87.2093,0,0,0,0.524,1.63854,0,Laden,0,NULL,NO,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.07,0,0.52,0,0.45,0,0,0.07,1.63,1.2,200,0.46,4.6,23/03/2022 20:43,NULL,NULL,0,0.45,0,0,0.074,0,0,0.45,0,0,0.07,0
WVEY,fce372e7-a997-4ed6-859c-20f43ffb3d86,WEC VAN EYCK,9365984,EI146R,24/11/2021 00:00,24/11/2021 12:00,UTC +01:00,NOON,AT SEA,4518N,00359W,45.3,-3.983333333,10.46,6410.9,TRUE,8.6,8.6,120.1,0,13.9651,13.9651,154,0.8,10,29,7.24,6.78,13306,342,1.35,19.04,624,13,15,120.1,NLMOE,44526.27083,UTC +01:00,MOERDIJK,NA,8.6,348,366,15.5,653.8,42.5,0,0,1,0,258000,ESBIO,BILBAO,FALSE,FALSE,,,NA,NA,CONGESTION,NA,44523.27083,UTC +01:00,NA,NA,NA,NA,NA,44524.08333,UTC +01:00,NA,NA,NA,467,157,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,0,0,0,0,0,0,8.6,0,0,0,0,0,0,0,0,8.6,0,5300,0,0,0,0,0,200,0,10.46,0,0,0,0,0,0,10.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,TRUE,TRUE,0,NA,NA,NA,NA,NA,NA,111,0,NA,NA,FALSE,NA,NA,NA,NA,1772,0,0,NA,NA,NA,0.2,NA,NA,4,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,S,S,NA,NA,0,,,,,,,,,,,,,,,70.89,0,0,0,291.95,0,0,0,291.95,0,0,70.89,0,0,0,NA,0,NA,0,0,235,ESBIO-NLMOE,N,Y,8.6,NL,ES,NULL,NULL,0,0,10.46,0,0,0,769949,74942.4,235,0,7.01,29.1907,229.487,0,0,0,10.46,32.5724,0,Laden,0,NULL,NO,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.46,0,0,10.46,0,10.46,0,0,0,32.57,0,0,0.46,120.1,23/03/2022 20:43,NULL,NULL,0,10.46,0,0,0,0,0,10.46,0,0,0,0
WVEY,29b908fe-76ee-4065-9a3f-250708bd7d50,WEC VAN EYCK,9365984,EI146R,25/11/2021 00:00,25/11/2021 12:00,UTC +01:00,NOON,AT SEA,4953N,00228W,49.88333333,-2.466666667,28.61,6410.9,TRUE,24,24,363.7,0,15.1542,15.1542,154,2.6,15,31,7.24,6.78,13306,75,1.6,28.48,624,10,15,363.7,NLMOE,44526.27083,UTC +01:00,MOERDIJK,NA,24,354,376,15,284.7,18.5,0,0,1,0,720000,ESBIO,BILBAO,FALSE,FALSE,,,NA,NA,CONGESTION,NA,44523.27083,UTC +01:00,NA,NA,NA,NA,NA,44524.08333,UTC +01:00,NA,NA,NA,467,157,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0,0,0,24,0,0,24,0,0,24,0,0,0,0,0,24,0,6200,0,0,0,0,0,200,0,14.07,0,0,0,14.54,0,0,14.07,0,0,14.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,TRUE,TRUE,0,NA,NA,NA,NA,NA,NA,112,0,NA,NA,FALSE,NA,NA,NA,NA,1772,0,0,NA,NA,NA,0.2,NA,NA,4,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,P,P,NA,NA,0,,,,,,,,,,,,,,,56.35,0,0,0,277.88,0,0,0,277.88,0,0,56.35,0,112.9,7,NA,0,NA,0,0,235,ESBIO-NLMOE,N,Y,48,NL,ES,NULL,NULL,0,0,14.07,0,0,14.54,2331640,226949,235,0,7.01,14.305,96.1358,0,0,0,28.61,90.4292,0,Laden,0,NULL,NO,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.61,0,0,28.61,0,14.07,0,0,14.54,90.43,0,0,0.46,363.7,23/03/2022 20:43,NULL,NULL,0,14.07,0,0,14.54,0,0,14.07,0,0,14.54,0
WVEY,afab3abd-c780-4fb8-8103-39deec31e9d4,WEC VAN EYCK,9365984,EI146R,26/11/2021 00:00,26/11/2021 06:12,UTC +01:00,EOSP,AT SEA,5157N,00335E,51.95,3.583333333,15.2,6410.9,TRUE,18.2,18.2,277,0,15.2198,15.2198,154,0.6,10,25,7.24,6.78,13306,76,0.61,24.79,624,7,12,277,NA,44526.27083,UTC +01:00,NA,NA,18.2,360,376,15,NA,NA,0,0,1,0,546000,NLMOE,MOERDIJK,FALSE,FALSE,,,NA,NA,CONGESTION,NA,44526.83333,UTC +01:00,NA,NA,NA,NA,NA,44524.08333,UTC +01:00,NA,NA,NA,467,157,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,18.2,0,0,0,0,0,18.2,0,0,0,0,0,18.2,0,5200,0,0,0,0,0,200,0,0,0,0,0,15.2,0,0,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,TRUE,TRUE,0,NA,NA,NA,NA,NA,NA,111,0,NA,NA,FALSE,NA,NA,NA,NA,1772,0,0,NA,NA,NA,0.2,NA,NA,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,P,P,NA,NA,0,,,,,,,,,,,,,,,41.15,0,0,0,277.88,0,0,0,277.88,0,0,41.15,0,276.99,18.2,NA,0,NA,0,0,235,ESBIO-NLMOE,N,Y,18.2,NL,ES,NULL,NULL,0,0,0,0,0,15.2,1775820,172848,235,0,7.01,20.044,160.609,0,0,0,15.2,48.7312,0,Laden,0,NULL,NO,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,15.2,0,0,0,0,15.2,48.73,0,0,0.46,277,23/03/2022 20:43,NULL,NULL,0,0,0,0,15.2,0,0,0,0,0,15.2,0
WVEY,565333bb-79f9-4f8f-b308-870160c73b51,WEC VAN EYCK,9365984,EI146R,26/11/2021 00:00,26/11/2021 11:06,UTC +01:00,BRTH,DRIFTING,5157N,00335E,51.95,3.583333333,3,6410.9,TRUE,4.9,4.9,51.3,0,0,0,0,0,0,0,7.24,6.78,13306,0,0,0,624,7,12,NA,NA,44526.27083,UTC +01:00,NA,NA,4.9,360,376,15,NA,NA,0,0,1,0,147000,NLMOE,MOERDIJK,FALSE,FALSE,,,NA,NA,CONGESTION,NA,44526.83333,UTC +01:00,44526.29167,UTC +01:00,4.9,0,0,44526.83333,UTC +01:00,NA,NA,NA,467,157,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4.9,0,0,0,0,0,4.9,0,4.9,0,0,0,0,0,2900,0,200,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0.33,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,111,51.3,51.3,NA,FALSE,NA,NA,NA,NA,1772,0,1060,NA,NA,NA,0.2,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,0,,,,,,,,,,,,,,,37.82,0,0,0,277.88,0,0,0,277.88,0,0,37.82,0,NA,NA,NA,0,NA,0,0,235,ESBIO-NLMOE,N,Y,4.9,NL,ES,NULL,NULL,0,0,0,0,0,3.33,328879,32011.2,235,0,7.01,14.6939,211.119,0,0,0,3.33,10.676,0,Laden,0,NULL,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.33,0,3.33,0,0,0,0,3.33,10.68,4.9,200,0.46,51.3,23/03/2022 20:43,NULL,NULL,0,0,0,0,3.33,0,0,0,0,0,3.33,0
WVEY,65214110-20d3-4271-a252-19612c9645a5,WEC VAN EYCK,9365984,EI146R,26/11/2021 00:00,26/11/2021 12:00,UTC +01:00,PORT,IN PORT,5157N,00335E,51.95,3.583333333,0,6410.9,TRUE,0.9,0,0,0,0,0,0,0,0,0,7.24,6.78,13306,0,0,0,624,7,12,NA,NA,44526.27083,UTC +01:00,NA,NA,0.9,360,376,15,NA,NA,0,0,1,0,0,NLMOE,MOERDIJK,FALSE,FALSE,,,NA,NA,CONGESTION,NA,44526.83333,UTC +01:00,NA,NA,NA,NA,NA,44527.29167,UTC +01:00,NA,NA,NA,467,157,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,111,0,NA,NA,FALSE,NA,NA,NA,NA,1772,0,200,NA,NA,NA,0.2,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,0,,,,,,,,,,,,,,,37.76,0,0,0,277.88,0,0,0,277.88,0,0,37.76,0,NA,NA,NA,0,NA,0,0,235,ESBIO-NLMOE,N,Y,0,NL,ES,NULL,NULL,0,0,0,0,0,0.06,0,0,235,0,7.01,0,0,0,0,0,0.06,0.19236,0,Laden,0,NULL,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0,0,0,0,0.06,0.19,0.9,200,0.46,0,23/03/2022 20:43,NULL,NULL,0,0,0,0,0.06,0,0,0,0,0,0.06,0
WVEY,dc17feb1-c76c-444f-997a-a073ce7a7978,WEC VAN EYCK,9365984,NA,27/11/2021 00:00,26/11/2021 15:50,UTC +01:00,REFL,NA,NA,NA,,,NA,6410.9,FALSE,NA,NA,0,NA,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467,157,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,0,,,DISTILLATE ULS,,0.06,70.552,NLMOE,DISTILLATE ULS,,RMF,13807,79.891,0.8831,4.8,108.312,0,0,0,277.88,0,0,0,277.88,0,0,108.312,0,NA,NA,NA,NA,NA,NA,NA,235,ESBIO-NLMOE,N,Y,0,NL,ES,NULL,NULL,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,Laden,0,NULL,NOT OK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23/03/2022 20:43,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0
WVEY,39c39a7a-9fda-48a8-a9a2-bd492d2ca08c,WEC VAN EYCK,9365984,NA,27/11/2021 00:00,27/11/2021 10:29,UTC +01:00,SND,NA,NA,NA,,,NA,6410.9,FALSE,NA,NA,0,NA,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467,157,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,0,,,,,,,,,,,,,,,108.312,0,0,0,277.88,0,0,0,277.88,0,0,108.312,0,NA,NA,NA,NA,NA,NA,NA,235,ESBIO-NLMOE,N,Y,0,NL,ES,NULL,NULL,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,Laden,0,NULL,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23/03/2022 20:43,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0
WVEY,64735f16-a38d-4958-8d6f-f4877241887e,WEC VAN EYCK,9365984,NA,27/11/2021 00:00,27/11/2021 10:29,UTC +01:00,SND,NA,NA,NA,,,NA,6410.9,FALSE,NA,NA,0,NA,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467,157,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,0,,,,,,,,,,,,,,,108.312,0,0,0,277.88,0,0,0,277.88,0,0,108.312,0,NA,NA,NA,NA,NA,NA,NA,235,ESBIO-NLMOE,N,Y,0,NL,ES,NULL,NULL,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,Laden,0,NULL,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23/03/2022 20:43,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0
