id,imo,created_at,updated_at,created_by_id,updated_by_id,date,day_no,vessel_type,total_hs,total_ls,total_uls,total_fuel,total_hs_co_2,total_ls_co_2,total_uls_co_2,total_co_2,total_me_fuel,total_ae_fuel,total_boiler_fuel,me_hs_co_2,me_ls_co_2,me_uls_co_2,ae_hs_co_2,ae_ls_co_2,ae_uls_co_2,boiler_hs_co_2,boiler_ls_co_2,boiler_uls_co_2,total_me_co_2,total_ae_co_2,total_boiler_co_2,miles_by_gps,steaming_time,total_aux_engine_time,speed_by_log,speed_by_gps,wind_speed,rpm,slip,wind_direction,draft_aft,draft_fwd,displacement,course_at_sea,dwt,attained_cii,current_cii,mean_draft,cii_rating_2019,cii_rating_2020,cii_rating_2021,cii_rating_2022,cii_rating,required_cii
1662608,9200677,,,,,2023-12-11,,Container,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,9.13,,,,,,,8.12
1662609,9200677,,,,,2023-12-12,,Container,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,9.13,,,,,,,8.12
1662610,9200677,,,,,2023-12-13,,Container,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,9.13,,,,,,,8.12
1662611,9200677,,,,,2023-12-14,,Container,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,9.13,,,,,,,8.12
1662612,9200677,,,,,2023-12-15,,Container,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,9.13,,,,,,,8.12
1662613,9200677,,,,,2023-12-16,,Container,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,9.13,,,,,,,8.12
1662614,9200677,,,,,2023-12-17,,Container,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,9.13,,,,,,,8.12
1662615,9200677,,,,,2023-12-18,,Container,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,9.13,,,,,,,8.12
1662616,9200677,,,,,2023-12-19,,Container,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,9.13,,,,,,,8.12
1662617,9200677,,,,,2023-12-20,,Container,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,9.13,,,,,,,8.12
1662618,9200677,,,,,2023-12-21,,Container,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,9.13,,,,,,,8.12
1662619,9200677,,,,,2023-12-22,,Container,0.0,0.0,4.8,4.8,0.0,0.0,15.39,15.39,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.39,0.0,0.0,15.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,9.14,,,,,,,8.12
1662620,9200677,,,,,2023-12-23,,Container,0.0,0.0,3.9,3.9,0.0,0.0,12.5,12.5,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,9.14,,,,,,,8.12
1662621,9200677,,,,,2023-12-24,,Container,0.0,0.0,3.8,3.8,0.0,0.0,12.18,12.18,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.18,0.0,0.0,12.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,9.14,,,,,,,8.12
1662622,9200677,,,,,2023-12-25,,Container,0.0,0.0,4.4,4.4,0.0,0.0,14.11,14.11,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.11,0.0,0.0,14.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,9.15,,,,,,,8.12
1662623,9200677,,,,,2023-12-26,,Container,0.0,0.0,7.3,7.3,0.0,0.0,23.4,23.4,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,0.0,0.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,9.15,,,,,,,8.12
1662624,9200677,,,,,2023-12-27,,Container,0.0,0.0,2.9,2.9,0.0,0.0,9.3,9.3,0.0,0.9,2.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,6.41,0.0,2.89,6.41,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,9.15,,,,,,,8.12
1662625,9200677,,,,,2023-12-28,,Container,0.0,0.0,4.2,4.2,0.0,0.0,13.47,13.47,0.0,3.1,1.1,0.0,0.0,0.0,0.0,0.0,9.94,0.0,0.0,3.53,0.0,9.94,3.53,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,9.16,,,,,,,8.12
1662626,9200677,,,,,2023-12-29,,Container,0.0,0.0,7.4,7.4,0.0,0.0,23.72,23.72,0.0,5.1,2.3,0.0,0.0,0.0,0.0,0.0,16.35,0.0,0.0,7.37,0.0,16.35,7.37,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,9.16,,,,,,,8.12
1662627,9200677,,,,,2023-12-30,,Container,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,9.16,,,,,,,8.12
1662628,9200677,,,,,2023-12-31,,Container,0.0,0.0,5.4,5.4,0.0,0.0,17.31,17.31,0.0,4.3,1.1,0.0,0.0,0.0,0.0,0.0,13.79,0.0,0.0,3.53,0.0,13.79,3.53,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,9.16,,,,,,,8.12
1836133,9200677,,,,,2024-01-01,,Container,0.0,0.0,8.7,8.7,0.0,0.0,27.89,27.89,0.0,3.7,5.0,0.0,0.0,0.0,0.0,0.0,11.86,0.0,0.0,16.03,0.0,11.86,16.03,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,,,,,,,,7.95
1836134,9200677,,,,,2024-01-02,,Container,0.0,0.0,6.3,6.3,0.0,0.0,20.2,20.2,0.0,3.7,2.6,0.0,0.0,0.0,0.0,0.0,11.86,0.0,0.0,8.34,0.0,11.86,8.34,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,,,,,,,,7.95
1836135,9200677,,,,,2024-01-03,,Container,0.0,0.0,8.9,8.9,0.0,0.0,28.53,28.53,0.0,3.6,5.3,0.0,0.0,0.0,0.0,0.0,11.54,0.0,0.0,16.99,0.0,11.54,16.99,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,,,,,,,,7.95
1836136,9200677,,,,,2024-01-04,,Container,0.0,0.0,9.9,9.9,0.0,0.0,31.74,31.74,0.0,4.9,5.0,0.0,0.0,0.0,0.0,0.0,15.71,0.0,0.0,16.03,0.0,15.71,16.03,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,,,,,,,,7.95
1836137,9200677,,,,,2024-01-05,,Container,0.0,0.0,9.3,9.3,0.0,0.0,29.82,29.82,0.0,5.1,4.2,0.0,0.0,0.0,0.0,0.0,16.35,0.0,0.0,13.47,0.0,16.35,13.47,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,,,,,,,,7.95
1836138,9200677,,,,,2024-01-06,,Container,0.0,0.0,10.5,10.5,0.0,0.0,33.66,33.66,0.0,5.4,5.1,0.0,0.0,0.0,0.0,0.0,17.31,0.0,0.0,16.35,0.0,17.31,16.35,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,,,,,,,,7.95
1836139,9200677,,,,,2024-01-07,,Container,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,,,,,,,,7.95
1836140,9200677,,,,,2024-01-08,,Container,0.0,0.0,3.2,3.2,0.0,0.0,10.26,10.26,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,10.26,0.0,0.0,0.0,0.0,10.26,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,,,,,,,,7.95
1836141,9200677,,,,,2024-01-09,,Container,0.0,0.0,5.2,5.2,0.0,0.0,16.67,16.67,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,,,,,,,,7.95
1836142,9200677,,,,,2024-01-10,,Container,0.0,0.0,10.2,10.2,0.0,0.0,32.7,32.7,0.0,5.6,4.6,0.0,0.0,0.0,0.0,0.0,17.95,0.0,0.0,14.75,0.0,17.95,14.75,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,,,,,,,,7.95
1836143,9200677,,,,,2024-01-11,,Container,0.0,0.0,8.9,8.9,0.0,0.0,28.53,28.53,0.0,4.6,4.3,0.0,0.0,0.0,0.0,0.0,14.75,0.0,0.0,13.79,0.0,14.75,13.79,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,,,,,,,,7.95
1836144,9200677,,,,,2024-01-12,,Container,0.0,0.0,9.0,9.0,0.0,0.0,28.85,28.85,0.0,5.8,3.2,0.0,0.0,0.0,0.0,0.0,18.59,0.0,0.0,10.26,0.0,18.59,10.26,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,,,,,,,,7.95
1836145,9200677,,,,,2024-01-13,,Container,0.0,4.4,3.4,7.8,0.0,13.86,10.9,24.76,0.0,4.4,3.4,0.0,0.0,0.0,0.0,13.86,0.0,0.0,0.0,10.9,0.0,13.86,10.9,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,,,,,,,,7.95
1836146,9200677,,,,,2024-01-15,,Container,0.0,4.6,3.5,8.1,0.0,14.49,11.22,25.72,0.0,4.6,3.5,0.0,0.0,0.0,0.0,14.49,0.0,0.0,0.0,11.22,0.0,14.49,11.22,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,,,,,,,,7.95
1836147,9200677,,,,,2024-01-16,,Container,0.0,4.0,3.6,7.6,0.0,12.6,11.54,24.15,0.0,4.0,3.6,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,11.54,0.0,12.6,11.54,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68824,,,,,,,,,7.95
1229284,9200677,,,,,2022-12-02,,Container,0.0,6.3,0.0,6.3,0.0,19.85,0.0,19.85,0.0,4.0,2.3,0.0,0.0,0.0,0.0,12.6,0.0,0.0,7.25,0.0,0.0,12.6,7.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.41,11.95,77566.0,0.0,68824,,8.36,,,,,,,8.29
1229289,9200677,,,,,2022-12-07,,Container,0.0,13.9,0.0,13.9,0.0,43.8,0.0,43.8,0.0,9.3,4.6,0.0,0.0,0.0,0.0,29.3,0.0,0.0,14.49,0.0,0.0,29.3,14.49,0.0,33.5,,0.0,0.0,0.0,0.0,0.0,0.0,2.91,2.6,16915.12,0.0,68824,,8.63,,,,,,,8.29
1229296,9200677,,,,,2022-12-14,,Container,0.0,9.3,0.0,9.3,0.0,29.3,0.0,29.3,0.0,6.7,2.6,0.0,0.0,0.0,0.0,21.11,0.0,0.0,8.19,0.0,0.0,21.11,8.19,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.4,10.3,61631.0,0.0,68824,,8.91,,,,,,,8.29
1229297,9200677,,,,,2022-12-15,,Container,0.0,9.5,0.0,9.5,0.0,29.93,0.0,29.93,0.0,6.8,2.7,0.0,0.0,0.0,0.0,21.43,0.0,0.0,8.51,0.0,0.0,21.43,8.51,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.4,10.3,61631.0,0.0,68824,,8.96,,,,,,,8.29
1229298,9200677,,,,,2022-12-16,,Container,0.0,9.5,0.0,9.5,0.0,29.93,0.0,29.93,0.0,6.9,2.6,0.0,0.0,0.0,0.0,21.74,0.0,0.0,8.19,0.0,0.0,21.74,8.19,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.4,10.3,61631.0,0.0,68824,,9.01,,,,,,,8.29
1229299,9200677,,,,,2022-12-17,,Container,0.0,9.4,0.0,9.4,0.0,29.62,0.0,29.62,0.0,6.9,2.5,0.0,0.0,0.0,0.0,21.74,0.0,0.0,7.88,0.0,0.0,21.74,7.88,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.4,10.3,61631.0,0.0,68824,,9.06,,,,,,,8.29
1229300,9200677,,,,,2022-12-18,,Container,0.0,9.3,0.0,9.3,0.0,29.3,0.0,29.3,0.0,6.7,2.6,0.0,0.0,0.0,0.0,21.11,0.0,0.0,8.19,0.0,0.0,21.11,8.19,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.4,10.3,61631.0,0.0,68824,,9.11,,,,,,,8.29
1229302,9200677,,,,,2022-12-20,,Container,0.0,5.4,0.0,5.4,0.0,17.02,0.0,17.02,0.0,3.8,1.6,0.0,0.0,0.0,0.0,11.97,0.0,0.0,5.04,0.0,0.0,11.97,5.04,0.0,14.5,,0.0,0.0,0.0,0.0,0.0,0.0,10.4,10.3,61631.0,0.0,68824,,9.21,,,,,,,8.29
1229262,9200677,,,,,2022-11-10,,Container,0.0,3.7,0.0,3.7,0.0,11.66,0.0,11.66,1.7,1.7,0.3,0.0,5.36,0.0,0.0,5.36,0.0,0.0,0.95,0.0,5.36,5.36,0.95,14.5,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.65,1.58,9945.43,0.0,68824,11.68,11.68,,,,,,E,8.29
1836148,9200677,,,,,2024-01-17,,Container,0.0,8.2,5.3,13.5,0.0,25.84,16.99,42.83,3.1,6.1,4.3,0.0,6.62,3.21,0.0,19.22,0.0,0.0,0.0,13.79,9.82,19.22,13.79,21.0,2.3,34.0,0.0,0.0,4.0,0.0,0.0,14.67,5.4,3.07,23058.0,30.67,68824,29.63,281.12,,,,,,E,7.95
1836149,9200677,,,,,2024-01-18,,Container,0.0,23.9,0.2,24.1,0.0,75.31,0.64,75.95,18.2,5.7,0.2,0.0,57.35,0.0,0.0,17.96,0.0,0.0,0.0,0.64,57.35,17.96,0.64,290.0,19.5,24.0,15.44,14.87,24.0,52.9,2.9,60.0,8.1,4.6,34587.0,345.0,68824,3.81,22.53,,,,,,A,7.95
1836150,9200677,,,,,2024-01-19,,Container,0.0,33.4,0.0,33.4,0.0,105.24,0.0,105.24,18.9,10.0,4.5,0.0,59.55,0.0,0.0,31.51,0.0,0.0,14.18,0.0,59.55,31.51,14.18,174.0,25.5,44.5,1.85,1.72,3.0,7.72,0.72,23.0,8.48,5.6,38856.5,67.75,68824,8.79,17.6,,,,,,D,7.95
1836151,9200677,,,,,2024-01-20,,Container,0.0,13.7,0.0,13.7,0.0,43.17,0.0,43.11,7.1,4.6,2.0,0.0,22.37,0.0,0.0,14.49,0.0,0.0,6.3,0.0,22.37,14.49,6.3,114.0,12.5,13.5,5.13,4.65,17.0,0.0,0.0,159.0,9.6,8.6,51665.0,100.0,68824,5.49,15.3,,,,,,A,7.95
1836152,9200677,,,,,2024-01-21,,Container,0.0,19.7,0.0,19.7,0.0,62.07,0.0,62.05,6.5,9.2,4.0,0.0,20.48,0.0,0.0,28.99,0.0,0.0,12.6,0.0,20.48,28.99,12.6,159.0,24.0,24.0,5.0,6.63,24.0,16.4,5.6,208.0,9.6,8.6,51665.0,175.0,68824,5.67,13.28,,,,,,A,7.95
1836153,9200677,,,,,2024-01-22,,Container,0.0,27.4,3.0,30.4,0.0,86.34,9.62,95.93,16.5,10.9,3.0,0.0,51.99,0.0,0.0,34.35,0.0,0.0,0.0,9.62,51.99,34.35,9.62,217.0,24.0,24.0,10.0,9.04,31.0,35.0,15.3,325.0,9.6,8.6,51665.0,350.0,68824,6.42,11.75,,,,,,A,7.95
1836154,9200677,,,,,2024-01-23,,Container,0.0,27.6,0.0,27.6,0.0,86.97,0.0,86.94,12.6,11.1,3.9,0.0,39.7,0.0,0.0,34.98,0.0,0.0,12.29,0.0,39.7,34.98,12.29,131.0,24.0,24.0,6.25,5.46,28.0,35.0,40.9,137.0,9.6,8.6,51665.0,178.0,68824,9.64,11.5,,,,,,E,7.95
1836155,9200677,,,,,2024-01-24,,Container,0.0,43.5,0.0,43.5,0.0,137.07,0.0,137.01,24.0,14.6,4.9,0.0,75.62,0.0,0.0,46.0,0.0,0.0,15.44,0.0,75.62,46.0,15.44,253.0,31.0,39.0,9.79,8.56,15.5,39.65,15.9,58.5,9.6,8.6,51665.0,256.5,68824,7.87,10.83,,,,,,C,7.95
1836156,9200677,,,,,2024-01-25,,Container,0.0,12.8,0.0,12.8,0.0,40.33,0.0,40.27,3.1,7.4,2.3,0.0,9.77,0.0,0.0,23.32,0.0,0.0,7.25,0.0,9.77,23.32,7.25,49.0,6.1,23.1,0.0,0.0,0.0,0.0,0.0,0.0,5.18,4.8,29054.0,0.0,68824,11.94,10.86,,,,,,E,7.95
1836157,9200677,,,,,2024-01-26,,Container,0.0,19.7,0.0,19.7,0.0,62.07,0.0,62.02,9.7,8.3,1.7,0.0,30.56,0.0,0.0,26.15,0.0,0.0,5.36,0.0,30.56,26.15,5.36,105.0,11.4,19.4,5.57,4.61,8.0,18.45,7.05,1.5,11.1,10.6,64551.0,156.0,68824,8.58,10.71,,,,,,D,7.95
1836158,9200677,,,,,2024-01-27,,Container,0.0,28.71,0.0,28.71,0.0,90.47,0.0,90.35,9.6,14.3,4.81,0.0,30.25,0.0,0.0,45.06,0.0,0.0,15.16,0.0,30.25,45.06,15.16,33.0,4.5,41.5,0.0,0.0,5.0,0.0,0.0,59.8,6.98,6.84,41977.0,21.8,68824,39.78,11.33,,,,,,E,7.95
1836159,9200677,,,,,2024-01-28,,Container,0.0,34.0,0.0,34.0,0.0,107.13,0.0,107.1,27.0,7.0,0.0,0.0,85.08,0.0,0.0,22.06,0.0,0.0,0.0,0.0,85.08,22.06,0.0,213.0,13.0,13.0,16.54,16.38,20.0,61.4,8.1,186.0,11.9,11.8,72667.0,219.0,68824,7.31,10.84,,,,,,B,7.95
1836160,9200677,,,,,2024-01-29,,Container,0.0,41.9,0.0,41.9,0.0,132.03,0.0,132.0,29.1,11.6,1.2,0.0,91.69,0.0,0.0,36.55,0.0,0.0,3.78,0.0,91.69,36.55,3.78,319.0,24.0,24.0,14.5,13.29,25.0,48.6,5.8,180.0,12.0,11.4,72667.0,229.0,68824,6.01,10.1,,,,,,A,7.95
1836161,9200677,,,,,2024-01-30,,Container,0.0,35.9,0.0,35.9,0.0,113.12,0.0,112.93,16.8,16.1,3.0,0.0,52.94,0.0,0.0,50.73,0.0,0.0,9.45,0.0,52.94,50.73,9.45,230.2,20.4,29.8,1.92,2.02,6.0,6.97,1.33,86.83,8.1,7.83,49536.0,56.17,68824,7.13,9.8,,,,,,B,7.95
1836162,9200677,,,,,2024-01-31,,Container,0.0,20.0,0.0,20.0,0.0,63.02,0.0,62.37,7.9,10.1,2.0,0.0,24.89,0.0,0.0,31.83,0.0,0.0,6.3,0.0,24.89,31.83,6.3,64.3,9.5,26.8,1.79,1.75,5.0,6.55,3.85,11.25,9.23,9.07,58240.0,90.0,68824,14.09,9.92,,,,,,E,7.95
1836163,9200677,,,,,2024-02-01,,Container,0.0,4.4,0.0,4.4,0.0,13.86,0.0,13.66,1.8,2.1,0.5,0.0,5.67,0.0,0.0,6.62,0.0,0.0,1.58,0.0,5.67,6.62,1.58,12.6,2.0,8.0,0.0,0.0,25.0,0.0,0.0,270.0,13.0,12.6,81078.0,135.0,68824,15.75,9.95,,,,,,E,7.95
1836164,9200677,,,,,2024-02-02,,Container,84.5,0.0,0.0,84.5,263.13,0.0,0.0,262.93,72.9,11.6,0.0,227.01,0.0,0.0,36.12,0.0,0.0,0.0,0.0,0.0,227.01,36.12,0.0,397.0,24.0,24.0,17.29,16.54,30.0,68.0,16.2,282.0,13.0,12.6,81078.0,139.0,68824,9.62,9.9,,,,,,E,7.95
1836165,9200677,,,,,2024-02-03,,Container,87.1,0.0,0.0,87.1,271.23,0.0,0.0,271.02,74.9,12.1,0.1,233.24,0.0,0.0,37.68,0.0,0.0,0.31,0.0,0.0,233.24,37.68,0.31,398.0,24.0,24.0,17.21,16.58,30.0,68.0,16.1,311.0,13.0,12.6,81078.0,139.0,68824,9.89,9.9,,,,,,E,7.95
1836166,9200677,,,,,2024-02-04,,Container,89.8,0.0,0.0,89.8,279.64,0.0,0.0,279.43,77.8,12.0,0.0,242.27,0.0,0.0,37.37,0.0,0.0,0.0,0.0,0.0,242.27,37.37,0.0,381.0,23.0,23.0,17.22,16.57,30.0,69.4,17.7,340.0,13.0,12.6,81078.0,139.0,68824,10.66,9.98,,,,,,E,7.95
1836167,9200677,,,,,2024-02-05,,Container,88.3,0.0,0.0,88.3,274.97,0.0,0.0,274.76,75.4,12.9,0.0,234.8,0.0,0.0,40.17,0.0,0.0,0.0,0.0,0.0,234.8,40.17,0.0,394.0,24.0,24.0,16.38,16.42,20.0,67.8,16.4,326.0,13.0,12.6,81078.0,132.0,68824,10.13,10.0,,,,,,E,7.95
1836168,9200677,,,,,2024-02-06,,Container,80.6,0.0,0.0,80.6,250.99,0.0,0.0,250.78,68.0,12.5,0.1,211.75,0.0,0.0,38.92,0.0,0.0,0.31,0.0,0.0,211.75,38.92,0.31,396.0,24.0,24.0,17.42,16.5,15.0,0.0,0.0,103.0,13.0,12.6,81078.0,132.0,68824,9.2,9.93,,,,,,D,7.95
1836169,9200677,,,,,2024-02-07,,Container,77.5,0.0,0.1,77.6,241.33,0.0,0.32,241.45,64.4,13.1,0.1,200.54,0.0,0.0,40.79,0.0,0.0,0.0,0.0,0.32,200.54,40.79,0.32,387.0,24.0,24.0,17.58,16.13,15.0,64.4,16.1,175.0,13.0,12.6,81078.0,124.0,68824,9.07,9.85,,,,,,D,7.95
1836170,9200677,,,,,2024-02-08,,Container,77.81,0.0,0.0,77.81,242.3,0.0,0.0,242.1,66.6,11.21,0.0,207.39,0.0,0.0,34.91,0.0,0.0,0.0,0.0,0.0,207.39,34.91,0.0,385.0,23.0,23.0,17.57,16.74,30.0,65.7,12.2,65.0,13.0,12.6,81078.0,174.0,68824,9.14,9.8,,,,,,D,7.95
1836171,9200677,,,,,2024-02-09,,Container,84.9,0.0,0.0,84.9,264.38,0.0,0.0,264.17,72.7,12.2,0.0,226.39,0.0,0.0,37.99,0.0,0.0,0.0,0.0,0.0,226.39,37.99,0.0,384.0,24.0,24.0,16.38,16.0,15.0,66.0,16.0,215.0,12.8,12.3,79339.0,170.0,68824,10.0,9.81,,,,,,E,7.95
1836172,9200677,,,,,2024-02-10,,Container,53.6,0.0,0.0,53.6,166.91,0.0,0.0,166.71,47.4,6.2,0.0,147.6,0.0,0.0,19.31,0.0,0.0,0.0,0.0,0.0,147.6,19.31,0.0,200.0,11.0,18.0,17.27,18.18,30.0,0.0,0.0,199.0,12.8,12.3,79339.0,196.0,68824,12.11,9.89,,,,,,E,7.95
1836173,9200677,,,,,2024-02-11,,Container,15.7,0.0,1.4,17.1,48.89,0.0,4.49,53.17,8.8,6.1,2.2,27.4,0.0,0.0,19.0,0.0,0.0,2.49,0.0,4.49,27.4,19.0,6.98,55.0,5.5,19.3,0.0,0.0,0.0,0.0,0.0,0.0,4.27,4.1,26446.33,0.0,68824,14.05,9.93,,,,,,E,7.95
1836174,9200677,,,,,2024-02-12,,Container,13.4,0.0,0.3,13.7,41.73,0.0,0.96,42.02,10.5,2.9,0.3,32.7,0.0,0.0,9.03,0.0,0.0,0.0,0.0,0.96,32.7,9.03,0.96,59.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,10.2,66952.0,0.0,68824,10.35,9.94,,,,,,E,7.95
1836175,9200677,,,,,2024-02-13,,Container,34.7,0.0,0.0,34.7,108.06,0.0,0.0,106.71,18.4,12.9,3.4,57.3,0.0,0.0,40.17,0.0,0.0,10.59,0.0,0.0,57.3,40.17,10.59,145.0,27.1,33.6,0.0,0.0,10.0,0.0,0.0,142.5,11.8,10.2,66952.0,46.0,68824,10.69,9.96,,,,,,E,7.95
